id,jurisdiction,authority,topic_key,topic,change_type,announcement_date,rule_observed_from,effective_from,effective_to,date_basis,status,previous_rule,new_rule,transition_rule,supersedes_event_id,superseded_by_event_id,controlling_source_url,supporting_source_urls,evidence_status,last_verified_at
ca-pgwp-curriculum-licensing-ineligibility-2024-05-15,Canada,"Immigration, Refugees and Citizenship Canada",pgwp-curriculum-licensing-programs,PGWP eligibility for public-private curriculum licensing programs,eligibility_narrowed,2024-03-22,2024-03-22,2024-05-15,,"IRCC's March 22, 2024 notice expressly moved implementation from the previously announced September 1, 2024 date to May 15, 2024 and states that students who begin this type of program on May 15, 2024 or later are not PGWP-eligible when they graduate.",current_historical_threshold,"IRCC had announced on January 22, 2024 that graduates of college programs delivered through public-private curriculum licensing arrangements would become ineligible for PGWPs starting September 1, 2024. The March 22 notice advanced that implementation date.","Students who begin an applicable college program delivered through a public-private curriculum licensing arrangement on May 15, 2024 or later are not eligible for a post-graduation work permit on graduation.",The May 15 start-date threshold is program-start based. IRCC's current curriculum-licensing and PGWP pages preserve the protected treatment for students who began before the applicable threshold and otherwise meet PGWP requirements. This event does not reconstruct the distinct earlier rule for certain inter-provincial curriculum-licensing arrangements.,,,https://www.canada.ca/en/immigration-refugees-citizenship/news/notices/update-public-private-college-partnership-programs.html,"[""https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/study-permit/prepare/designated-learning-institutions-list/cla.html"",""https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/after-graduation/eligibility.html""]",OFFICIAL_VERIFIED,2026-09-13
ca-student-off-campus-work-hours-2024-11-08,Canada,"Governor in Council / Immigration, Refugees and Citizenship Canada",international-student-off-campus-work,Off-campus work hours for eligible international students,regulatory_work_hours_increased,2024-11-15,2024-11-08,2024-11-08,,"SOR/2024-219 was registered November 8, 2024 and states that the Regulations come into force on registration. It replaced IRPR 186(v)(iii) with a 24-hours-per-week maximum during a regular academic session.",current,"IRPR 186(v)(iii) ordinarily limited eligible study permit holders to 20 hours per week of off-campus work during regular academic sessions. A separate temporary public policy had temporarily lifted that limit for defined cohorts but expired April 30, 2024.","Effective November 8, 2024, eligible international students may work off campus without a work permit for no more than 24 hours per week during a regular academic session under R186(v)(iii), while qualifying students may continue to work full-time during regularly scheduled breaks.","The regulatory 24-hour limit applies from November 8, 2024. IRCC's current operational page states that a study permit still printed with a 20-hour condition does not prevent an otherwise eligible student from working up to the current 24-hour regulatory maximum.",,,https://gazette.gc.ca/rp-pr/p2/2024/2024-11-20/html/sor-dors219-eng.html,"[""https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/work-off-campus.html"",""https://www.canada.ca/en/immigration-refugees-citizenship/news/2024/11/new-international-student-program-regulations-take-effect.html"",""https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/policies-operational-instructions-agreements/public-policies/off-campus-work-2023-update.html""]",OFFICIAL_VERIFIED,2026-09-13
ca-study-permit-dli-change-rule-2024-11-08,Canada,"Governor in Council / Immigration, Refugees and Citizenship Canada",study-permit-dli-change,Study permit requirement when changing post-secondary DLI,regulatory_filing_requirement_added,2024-11-15,2024-11-08,2024-11-08,,"SOR/2024-219 was registered November 8, 2024 and came into force on registration. New IRPR 217.1 requires a study permit holder in Canada whose permit names a DLI to submit a new study permit application naming a different DLI before attending that new institution.",current_with_limited_interim_study_exception,"Before the November 8, 2024 amendments, post-secondary students could change DLIs under the prior framework without a new study permit naming the new institution, although IRCC required students to update their DLI information.","From November 8, 2024, an in-Canada study permit holder whose permit names a DLI and who intends to attend a different DLI must submit a new study permit application naming the new DLI. The amendments also tie the study-permit enrolment condition to the DLI named on the permit and add a permit-invalidity consequence when the holder is no longer enrolled there other than because studies were completed.","IRPR 189.1 permits study at the new DLI while the new study-permit application is pending only where the student has remained in Canada since receiving the new LOA, continues to comply with the previous permit conditions other than enrolment at the old DLI, and the former DLI closed, discontinued the program, was placed on the suspension list or lost designated status. Later operational requirements, including PAL/TAL rules where applicable, must be checked separately.",,,https://gazette.gc.ca/rp-pr/p2/2024/2024-11-20/html/sor-dors219-eng.html,"[""https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/change-schools.html"",""https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/extend-study-permit/when-to-apply.html""]",OFFICIAL_VERIFIED,2026-09-13
ca-pnp-irpr-role-realignment-2026-03-30,Canada / Provincial Nominee Program,"Governor in Council / Immigration, Refugees and Citizenship Canada",provincial-nominee-class-federal-provincial-assessment,PNP federal-provincial eligibility assessment roles under IRPR 87,regulatory_role_realignment,,2026-03-30,2026-03-30,,"SOR/2026-63 was registered March 30, 2026 and section 2 states that the Regulations come into force on registration. The Regulatory Impact Analysis Statement expressly says the amendments apply to new cases and to existing PNP inventory for which an eligibility decision has not been rendered.",current,"Under the previous IRPR 87 framework, provincial/territorial and federal processing duplicated assessment of the nominee's ability to become economically established and intent to reside, and IRCC retained authority to substitute its own evaluation of economic establishment in specified circumstances.","Effective March 30, 2026, IRPR 87(2)-(3) requires a valid nomination under an in-force PNP agreement, selection criteria approved in writing by the Minister, and nomination based on economic-establishment ability and intent to reside. The nominating province or territory has sole responsibility to evaluate those two criteria. IRCC's assessment focuses on confirming prescribed PNP eligibility/nomination requirements and federal admissibility rather than duplicating those provincial evaluations.","The amendments apply both to applications submitted after March 30, 2026 and to existing PNP inventory where an eligibility decision had not yet been rendered. The source expressly states that IRCC would communicate this inventory treatment through updated operational instructions. IRCC retains admissibility and program-integrity functions; this event does not imply that nomination eliminates all federal review.",,,https://gazette.gc.ca/rp-pr/p2/2026/2026-04-08/html/sor-dors63-eng.html,"[""https://laws-lois.justice.gc.ca/eng/regulations/SOR-2002-227/section-87.html""]",OFFICIAL_VERIFIED,2026-09-13
ca-postsecondary-coop-work-permit-exemption-2026-04-01,Canada,"Immigration, Refugees and Citizenship Canada",postsecondary-student-work-placement,Post-secondary student work placements without a separate co-op work permit,work_permit_requirement_removed,2026-04-09,2026-04-01,2026-04-01,,"IRCC's April 9, 2026 notice and current student-work-placement instructions expressly state that, as of April 1, 2026, eligible post-secondary international students no longer need a separate co-op work permit for required student work placements.",current,"Before April 1, 2026, international students generally needed a co-op work permit when a required work placement formed an essential part of the academic, professional or vocational program, subject to the then-applicable eligibility rules.","As of April 1, 2026, eligible post-secondary international students do not need a separate co-op work permit for required co-op or internship placements. The placement must form part of the program and the student must meet IRCC's current student-work-placement eligibility conditions. Secondary-school students still require a co-op work permit.","Existing valid co-op work permits may be used for their full validity. IRCC's April 9 notice states that eligible active pending post-secondary co-op work-permit applications will be withdrawn. This exemption does not remove the study-permit, DLI, program, placement-percentage or other eligibility conditions on the current IRCC instructions.",,,https://www.canada.ca/en/immigration-refugees-citizenship/news/notices/simplifying-co-op-work-permit-requirement-post-secondary-international-students.html,"[""https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/intern.html"",""https://www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/guide-5580-applying-work-permit-student-guide.html""]",OFFICIAL_VERIFIED,2026-09-13
ca-pgwp-masters-three-year-duration-2024-02-15,Canada,"Immigration, Refugees and Citizenship Canada",pgwp-duration-masters,Post-graduation work permit duration for master's degree graduates,permit_duration_expanded,2024-02-05,2024-02-15,2024-02-15,,"IRCC's February 5, 2024 reform notice states that starting February 15, 2024 a three-year PGWP would be available to eligible graduates of master's degree programs shorter than two years. IRCC's current PGWP duration page states the same February 15, 2024 threshold.",current_historical_threshold,"For an eligible program of at least eight months but less than two years, PGWP duration was generally limited to up to the length of the study program; a master's degree shorter than two years did not by itself provide a three-year PGWP duration rule.","As of February 15, 2024, an eligible graduate of a master's degree program can qualify for a three-year PGWP even when the master's program was less than two years, provided the program was at least eight months (900 hours for Quebec programs) and the applicant meets the other PGWP eligibility requirements. The special duration rule does not apply to certificate or diploma programs.","The official sources state the special master's-duration rule starts February 15, 2024. This archive does not infer a different filing-date transition for applications before that threshold where the cited sources do not state one.",,,https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/work/after-graduation/about.html,"[""https://www.canada.ca/en/immigration-refugees-citizenship/news/notices/international-student-program-reform-more-information.html""]",OFFICIAL_VERIFIED,2026-09-13
ca-family-owp-students-2024-03-19,Canada,"Immigration, Refugees and Citizenship Canada",family-owp-international-students,Family open work permits for spouses of international students,eligibility_narrowed,2024-02-05,2024-03-19,2024-03-19,2025-01-20,"IRCC's February 5, 2024 reform notice announced the coming restriction. Official IRCC Question Period records later state that IRCC implemented the restriction on March 19, 2024. The rule state is bounded through January 20, 2025 because IRCC expressly made the successor family-OWP restrictions effective January 21, 2025.",superseded,"Before March 19, 2024, family open-work-permit eligibility for spouses and common-law partners of international students was broader and was not limited to the graduate/professional/pilot cohorts identified by the March 19 restriction.","From March 19, 2024, open work permit eligibility under the international-student spouse measure was restricted to spouses and common-law partners of students in master's and doctoral degree programs, certain professional degree programs and select eligible pilot programs.","IRCC's February 5 notice stated that spouses and common-law partners seeking to extend an existing open work permit would continue to be eligible under the stream once the restriction took effect. On January 21, 2025, a successor rule further narrowed the master's cohort to programs of at least 16 months and set the current specified-program framework.",,ca-family-owp-students-2025-01-21,https://search.open.canada.ca/qpnotes/record/cic%2CIRCC-2024-QP-00066,"[""https://www.canada.ca/en/immigration-refugees-citizenship/news/notices/international-student-program-reform-more-information.html"",""https://www.canada.ca/en/immigration-refugees-citizenship/news/notices/changes-open-work-permits-family-members-temporary-residents.html""]",OFFICIAL_VERIFIED,2026-09-13
ca-pgwp-port-of-entry-application-ended-2024-06-21,Canada,"Immigration, Refugees and Citizenship Canada",pgwp-filing-location,PGWP applications at ports of entry,filing_channel_restricted,2024-06-21,2024-06-21,2024-06-21,,"IRCC's June 21, 2024 news release states that foreign nationals can no longer apply for a PGWP at the border, effective immediately. Current IRCC work-permit instructions state that as of June 21, 2024 a PGWP cannot be applied for at a port of entry.",current,"Before June 21, 2024, an otherwise eligible foreign national could in some circumstances seek a PGWP at a port of entry, including through the practice commonly called flagpoling.","As of June 21, 2024, foreign nationals can no longer apply for a post-graduation work permit at a port of entry, whether at an airport, land border or marine border when entering Canada.","The restriction took effect immediately on June 21, 2024. It is specific to PGWP filing at ports of entry and is preserved separately from the broader December 23, 2024 termination of work- and study-permit flagpoling.",,,https://www.canada.ca/en/immigration-refugees-citizenship/services/work-canada/work-permit/apply/poe.html,"[""https://www.canada.ca/en/immigration-refugees-citizenship/news/2024/06/canada-improves-fairness-for-applicants-by-ending-post-graduation-work-permit-flagpoling.html""]",OFFICIAL_VERIFIED,2026-09-13
ca-work-study-permit-flagpoling-ended-2024-12-23,Canada,Government of Canada / Canada Border Services Agency,port-of-entry-flagpoling-work-study-permits,Work and study permit flagpoling at ports of entry,filing_channel_restricted,2024-12-23,2024-12-23,2024-12-23,,"The Canada Border Services Agency's December 23, 2024 release states that work and study permits would no longer be provided to flagpolers at ports of entry effective December 23, 2024 at 11:59 p.m. Eastern Time.",current,"Before the December 23, 2024 cutoff, some temporary residents in Canada could leave and re-enter Canada to request work- or study-permit service at a port of entry if they were otherwise eligible. PGWP applications had already been separately barred from ports of entry on June 21, 2024.","Effective December 23, 2024 at 11:59 p.m. ET, work and study permits are generally no longer provided at ports of entry to foreign nationals who flagpole. Applications and renewals are to be submitted through IRCC unless a listed exemption applies.","CBSA listed limited exemptions, including U.S. citizens and lawful permanent residents; specified professionals and technicians under listed free-trade agreements; certain spouses/common-law partners under specified agreements; qualifying international truck drivers with maintained status after a timely renewal; and people with a pre-existing CBSA permit-processing appointment.",,,https://www.canada.ca/en/border-services-agency/news/2024/12/ending-flagpoling-for-work-and-study-permits-at-the-border.html,[],OFFICIAL_VERIFIED,2026-09-13
ca-study-permit-pal-tal-introduction-2024-01-22,Canada,"Immigration, Refugees and Citizenship Canada",study-permit-pal-tal,Provincial or territorial attestation letter requirement for study permits,filing_requirement_added,2024-01-22,2024-01-22,2024-01-22,,"IRCC's February 5, 2024 clarification states that as of 8:30 a.m. ET on January 22, 2024 most new post-secondary students at the college or undergraduate level had to include a provincial attestation letter. MI75 later expressly identifies the Ministerial Instructions it amended as having taken effect January 22, 2024.",current_foundation_with_later_scope_changes,"Before the January 22, 2024 intake-control measure, there was no general federal PAL/TAL requirement requiring most affected study permit applicants to obtain a provincial or territorial allocation attestation before filing.","From 8:30 a.m. ET on January 22, 2024, most new post-secondary study permit applicants at the college or undergraduate level, and most non-degree graduate-program applicants, had to include a provincial attestation letter from the province or territory where they intended to study unless an exemption applied.","IRCC stated that applications received before 8:30 a.m. ET on January 22, 2024 and already-approved study permits required no action. Under the 2024 rule state, master's and doctoral degree students, primary and secondary students, in-Canada study/work permit holders including study-permit extensions, in-Canada family members of permit holders, and specified visiting/exchange students were among the exempt cohorts. Later instructions changed the scope.",,,https://www.canada.ca/en/immigration-refugees-citizenship/news/notices/international-student-program-reform-more-information.html,"[""https://www.canada.ca/en/immigration-refugees-citizenship/corporate/mandate/policies-operational-instructions-agreements/ministerial-instructions/other-goals/mi75.html"",""https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/study-permit/get-documents/provincial-attestation-letter.html""]",OFFICIAL_VERIFIED,2026-09-13
ca-study-permit-pal-tal-graduate-expansion-2025-01-22,Canada,"Immigration, Refugees and Citizenship Canada",study-permit-pal-tal,PAL/TAL requirement expanded to graduate students and additional in-Canada applicants,filing_requirement_expanded,2024-09-18,2025-01-22,2025-01-22,,"IRCC announced on September 18, 2024 that master's and doctoral students would be included in the 2025 study-permit cap and would have to submit a PAL/TAL. IRCC's January 24, 2025 allocation notice confirms the requirement extended to master's and doctoral students and most applicants applying from inside Canada; current IRCC instructions identify January 22, 2025 as the operative date for the 2025 PAL/TAL changes. A later January 1, 2026 exemption only superseded the public-DLI master's/doctoral component, so no record-level effective_to date is asserted for the broader 2025 expansion.",partially_superseded_for_public_graduate_cohort,"Under the 2024 PAL/TAL framework, master's and doctoral degree students and several in-Canada cohorts were exempt from the attestation requirement.","For the 2025 cap year, the PAL/TAL requirement expanded to master's and doctoral degree students and most applicants applying from within Canada. Existing study permit holders applying to extend at the same DLI and same level remained exempt, along with specified other exempt cohorts.","The change was announced September 18, 2024 for 2025 implementation. A new PAL/TAL was required in most cases when changing schools or levels from January 22, 2025. On January 1, 2026, degree-granting master's and doctoral students at public DLIs became exempt again; that successor only supersedes the public-DLI graduate component, not the PAL/TAL framework as a whole.",,ca-study-permit-pal-tal-public-graduate-exemption-2026-01-01,https://www.canada.ca/en/immigration-refugees-citizenship/news/notices/2025-provincial-territorial-allocations-under-international-student-cap.html,"[""https://www.canada.ca/en/immigration-refugees-citizenship/news/2024/09/strengthening-temporary-residence-programs-for-sustainable-volumes.html"",""https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/extend-study-permit/how-to-apply.html""]",OFFICIAL_VERIFIED,2026-09-13
ca-study-permit-pal-tal-public-graduate-exemption-2026-01-01,Canada,"Immigration, Refugees and Citizenship Canada",study-permit-pal-tal,PAL/TAL exemption for public-DLI master's and doctoral degree students,filing_requirement_exemption_added,2025-11-25,2026-01-01,2026-01-01,,"IRCC's November 25, 2025 notice expressly states that as of January 1, 2026 master's and doctoral level students enrolled at a public DLI will not need a PAL/TAL. Current IRCC PAL/TAL and graduate-student instructions preserve the same January 1, 2026 threshold.",current,"During the 2025 cap year, master's and doctoral degree students were included among PAL/TAL-required cohorts, subject to the applicable exemptions then in force.","As of January 1, 2026, students applying for a degree-granting master's or doctoral program at a public designated learning institution do not need to submit a PAL/TAL with the study permit application. Other applicants remain subject to the current PAL/TAL framework unless another exemption applies.","The exemption applies from January 1, 2026 and is limited to degree-granting master's and doctoral programs at public DLIs. It does not create a general graduate-program exemption. Applicants studying in Quebec must still meet Quebec requirements, including CAQ requirements where applicable.",ca-study-permit-pal-tal-graduate-expansion-2025-01-22,,https://www.canada.ca/en/immigration-refugees-citizenship/news/notices/2026-provincial-territorial-allocations-under-international-student-cap.html,"[""https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/study-permit/get-documents/provincial-attestation-letter.html"",""https://www.canada.ca/en/immigration-refugees-citizenship/services/study-canada/graduate-student/how-to-apply.html""]",OFFICIAL_VERIFIED,2026-09-13
